Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
ETERNAL,EARLY EXIT (wasted good entry),2.28,-8.29,-10.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
ETERNAL,EARLY EXIT (wasted good entry),2.28,-8.29,-10.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
ETERNAL,EARLY EXIT (wasted good entry),2.28,-8.29,-10.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
ETERNAL,EARLY EXIT (wasted good entry),2.28,-8.29,-10.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
JUBLFOOD,Bad Entry (but saved by good exit),1.38,2.63,1.23,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
JUBLFOOD,Bad Entry (but saved by good exit),1.38,2.63,1.23,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
JUBLFOOD,Bad Entry (but saved by good exit),1.38,2.63,1.23,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
KAYNES,BOTH: Bad Entry + Early Exit,15.01,11.09,-3.41,Death Cross (50<200) | Overbought (>15% above DMA),-3.66,-0.59,3.18,Sold during improving trend | Panic sold crossing below 50 DMA | Large miss (24.3% left on table),Bad call,Wrong early sell,24.33
PREMIERENE,BOTH: Bad Entry + Early Exit,,,,No specific issue,,,,N/A,Bad call,Wrong early sell,7.1
PREMIERENE,BOTH: Bad Entry + Early Exit,,,,No specific issue,,,,N/A,Bad call,Wrong early sell,7.1
DOMS,BOTH: Bad Entry + Early Exit,-8.31,-4.98,3.64,Below 200 DMA,-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.27
DOMS,BOTH: Bad Entry + Early Exit,-8.31,-4.98,3.64,Below 200 DMA,-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.28
DOMS,BOTH: Bad Entry + Early Exit,-8.31,-4.98,3.64,Below 200 DMA,-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.3
DOMS,BOTH: Bad Entry + Early Exit,-8.31,-4.98,3.64,Below 200 DMA,-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.3
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.16
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.16
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.18
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.18
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.18
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.18
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.2
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.2
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.2
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.2
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.2
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.21
E2E,BOTH: Bad Entry + Early Exit,24.7,-8.42,-26.56,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
NETWEB,BOTH: Bad Entry + Early Exit,15.91,-18.93,-30.06,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
PRESTIGE,EARLY EXIT (wasted good entry),14.48,-7.6,-19.29,Below 200 DMA | Death Cross (50<200),20.13,8.97,-9.29,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,9.66
PRESTIGE,EARLY EXIT (wasted good entry),14.48,-7.6,-19.29,Below 200 DMA | Death Cross (50<200),20.13,8.97,-9.29,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,9.66
EICHERMOT,EARLY EXIT (wasted good entry),0.54,7.5,6.92,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
PGEL,Bad Entry (but saved by good exit),-6.09,10.49,17.65,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Bad call,Good call,-28.42
BHARTIARTL,EARLY EXIT (wasted good entry),2.51,9.86,7.17,GOOD ENTRY,0.87,11.45,10.49,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,9.59
INDHOTEL,BOTH: Bad Entry + Early Exit,-4.14,0.72,5.08,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.88
INDHOTEL,BOTH: Bad Entry + Early Exit,-4.14,0.72,5.08,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
SHAILY,EARLY EXIT (wasted good entry),7.03,35.76,26.85,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.81
SHAILY,EARLY EXIT (wasted good entry),7.03,35.76,26.85,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.81
SHAILY,EARLY EXIT (wasted good entry),7.03,35.76,26.85,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.81
SHAILY,EARLY EXIT (wasted good entry),7.03,35.76,26.85,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
POLICYBZR,WELL EXECUTED,9.12,0.97,-7.48,Death Cross (50<200),11.62,9.05,-2.3,GOOD EXIT,Good call,Good call,-5.47
POLICYBZR,WELL EXECUTED,9.12,0.97,-7.48,Death Cross (50<200),11.62,9.05,-2.3,GOOD EXIT,Good call,Good call,-5.46
DLF,WELL EXECUTED,14.78,0.11,-12.79,Death Cross (50<200),2.37,5.64,3.19,GOOD EXIT,Good call,Good call,-4.86
TARIL,WELL EXECUTED,2.31,11.82,9.29,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Good call,Good call,-5.8
DIXON,WELL EXECUTED,5.33,5.03,-0.29,Death Cross (50<200),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
PARADEEP,WELL EXECUTED,25.91,48.95,18.29,Overbought (>15% above DMA),17.95,55.48,31.82,GOOD EXIT,Good call,Good call,-4.25
PARADEEP,WELL EXECUTED,25.91,48.95,18.29,Overbought (>15% above DMA),17.95,55.48,31.82,GOOD EXIT,Good call,Good call,-4.22
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-13.37,1.15,16.76,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,BOTH: Bad Entry + Early Exit,-13.37,1.15,16.76,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
PGEL,BOTH: Bad Entry + Early Exit,-13.37,1.15,16.76,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
DIXON,WELL EXECUTED,2.26,1.95,-0.3,Death Cross (50<200),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
JAGSNPHARM,WELL EXECUTED,-4.23,-1.7,2.65,Below 200 DMA | Weak DMA Diff (<3%),5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,-4.23,-1.7,2.65,Below 200 DMA | Weak DMA Diff (<3%),5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,-4.23,-1.7,2.65,Below 200 DMA | Weak DMA Diff (<3%),5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,-4.23,-1.7,2.65,Below 200 DMA | Weak DMA Diff (<3%),5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
WELCORP,WELL EXECUTED,-4.07,1.48,5.78,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
RADICO,EARLY EXIT (wasted good entry),2.18,9.75,7.41,GOOD ENTRY,4.57,13.36,8.4,Sold above both DMAs | Sold during improving trend | Large miss (25.4% left on table),Good call,Wrong early sell,25.4
RADICO,EARLY EXIT (wasted good entry),2.18,9.75,7.41,GOOD ENTRY,4.57,13.36,8.4,Sold above both DMAs | Sold during improving trend | Large miss (25.4% left on table),Good call,Wrong early sell,25.4
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.96
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.9
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.9
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.9
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.88
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.88
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.85
UNIVASTU,WELL EXECUTED,-2.64,-1.4,1.28,Below 200 DMA | Weak DMA Diff (<3%),-1.43,-0.38,1.07,GOOD EXIT,Good call,Good call,-70.85
EICHERMOT,EARLY EXIT (wasted good entry),0.29,7.6,7.28,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
DIXON,WELL EXECUTED,1.14,0.82,-0.31,Death Cross (50<200),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
ETERNAL,EARLY EXIT (wasted good entry),1.38,-8.93,-10.17,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
JUBLFOOD,WELL EXECUTED,-1.56,0.25,1.84,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Good call,Good call,-11.95
JUBLFOOD,WELL EXECUTED,-1.56,0.25,1.84,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Good call,Good call,-11.95
POLICYBZR,WELL EXECUTED,10.64,3.9,-6.1,Death Cross (50<200),11.62,9.05,-2.3,GOOD EXIT,Good call,Good call,-5.46
POLICYBZR,WELL EXECUTED,10.64,3.9,-6.1,Death Cross (50<200),11.62,9.05,-2.3,GOOD EXIT,Good call,Good call,-5.46
PREMIERENE,BOTH: Bad Entry + Early Exit,,,,No specific issue,,,,N/A,Bad call,Wrong early sell,7.1
DOMS,BOTH: Bad Entry + Early Exit,-13.4,-10.93,2.84,Below 200 DMA | Weak DMA Diff (<3%),-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.3
DOMS,BOTH: Bad Entry + Early Exit,-13.4,-10.93,2.84,Below 200 DMA | Weak DMA Diff (<3%),-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.3
DOMS,BOTH: Bad Entry + Early Exit,-13.4,-10.93,2.84,Below 200 DMA | Weak DMA Diff (<3%),-11.83,-13.2,-1.56,N/A,Bad call,Wrong early sell,8.31
E2E,BOTH: Bad Entry + Early Exit,24.63,-5.31,-24.02,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
E2E,BOTH: Bad Entry + Early Exit,24.63,-5.31,-24.02,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
E2E,BOTH: Bad Entry + Early Exit,24.63,-5.31,-24.02,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
E2E,BOTH: Bad Entry + Early Exit,24.63,-5.31,-24.02,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
NETWEB,BOTH: Bad Entry + Early Exit,21.59,-12.79,-28.28,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
NETWEB,BOTH: Bad Entry + Early Exit,21.59,-12.79,-28.28,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
NETWEB,BOTH: Bad Entry + Early Exit,21.59,-12.79,-28.28,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
ABB,Bad Entry (but saved by good exit),10.07,-9.15,-17.45,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Bad call,Good call,-12.22
DLF,WELL EXECUTED,13.07,0.17,-11.41,Death Cross (50<200),2.37,5.64,3.19,GOOD EXIT,Good call,Good call,-4.86
KIMS,EARLY EXIT (wasted good entry),3.38,13.03,9.34,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),3.38,13.03,9.34,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
PGEL,BOTH: Bad Entry + Early Exit,-11.65,1.66,15.06,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
TARIL,Bad Entry (but saved by good exit),3.72,14.58,10.48,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
TARIL,Bad Entry (but saved by good exit),3.72,14.58,10.48,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),3.72,14.58,10.48,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),3.72,14.58,10.48,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
DIXON,WELL EXECUTED,1.19,1.06,-0.14,Death Cross (50<200),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
SHAILY,EARLY EXIT (wasted good entry),6.29,33.27,25.38,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
SHAILY,EARLY EXIT (wasted good entry),6.29,33.27,25.38,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
INDHOTEL,BOTH: Bad Entry + Early Exit,-3.35,1.33,4.84,No specific issue,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
PGEL,BOTH: Bad Entry + Early Exit,-10.63,1.89,14.02,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
DIXON,WELL EXECUTED,-1.13,-1.07,0.07,Below 200 DMA | Weak DMA Diff (<3%),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
CDSL,WELL EXECUTED,18.3,6.24,-10.2,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.86
CDSL,WELL EXECUTED,18.3,6.24,-10.2,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
E2E,BOTH: Bad Entry + Early Exit,21.52,-5.72,-22.42,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.22
E2E,BOTH: Bad Entry + Early Exit,21.52,-5.72,-22.42,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.24
E2E,BOTH: Bad Entry + Early Exit,21.52,-5.72,-22.42,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.25
E2E,BOTH: Bad Entry + Early Exit,21.52,-5.72,-22.42,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.25
NETWEB,BOTH: Bad Entry + Early Exit,24.02,-9.17,-26.76,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
NETWEB,BOTH: Bad Entry + Early Exit,24.02,-9.17,-26.76,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
NETWEB,BOTH: Bad Entry + Early Exit,24.02,-9.17,-26.76,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.39,-18.16,-22.34,Sold during improving trend | HUGE MISS (118.1% left on table),Bad call,Wrong early sell,118.13
ABB,Bad Entry (but saved by good exit),8.19,-9.46,-16.31,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Bad call,Good call,-12.22
TRENT,WELL EXECUTED,6.59,-10.13,-15.69,Below 200 DMA | Death Cross (50<200),4.64,-9.74,-13.75,GOOD EXIT,Good call,Good call,-16.37
KEI,EARLY EXIT (wasted good entry),16.53,-6.3,-19.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Good call,Wrong early sell,11.99
KEI,EARLY EXIT (wasted good entry),16.53,-6.3,-19.6,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),12.99,-3.29,-14.41,Sold during improving trend | Moderate miss (12.0% left on table),Good call,Wrong early sell,11.99
KPITTECH,Bad Entry (but saved by good exit),5.78,-7.67,-12.71,Below 200 DMA | Death Cross (50<200),-4.66,-7.98,-3.48,GOOD EXIT,Bad call,Good call,-4.66
JSWSTEEL,EARLY EXIT (wasted good entry),-1.98,2.2,4.26,No specific issue,1.94,5.25,3.25,Sold above both DMAs | Moderate miss (10.1% left on table),Good call,Wrong early sell,10.12
NETWEB,BOTH: Bad Entry + Early Exit,24.02,-9.17,-26.76,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),2.74,-6.46,-8.96,Sold during improving trend | HUGE MISS (102.7% left on table),Bad call,Wrong early sell,102.72
NETWEB,BOTH: Bad Entry + Early Exit,24.02,-9.17,-26.76,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),2.74,-6.46,-8.96,Sold during improving trend | HUGE MISS (102.7% left on table),Bad call,Wrong early sell,102.73
VBL,WELL EXECUTED,-8.33,-16.33,-8.73,Below 200 DMA | Death Cross (50<200),1.2,-11.63,-12.68,GOOD EXIT,Good call,Good call,-5.03
PGEL,BOTH: Bad Entry + Early Exit,-10.39,1.79,13.59,GOOD ENTRY,-35.5,-39.61,-6.38,Moderate miss (13.9% left on table),Bad call,Wrong early sell,13.91
TARIL,Bad Entry (but saved by good exit),3.1,15.14,11.68,Overbought (>15% above DMA) | GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
DIXON,WELL EXECUTED,-2.09,-1.95,0.14,Below 200 DMA | Weak DMA Diff (<3%),-4.74,3.45,8.59,GOOD EXIT,Good call,Good call,-4.58
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
CDSL,WELL EXECUTED,28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),31.31,22.43,-6.76,GOOD EXIT,Good call,Good call,-7.85
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),5.13,-14.81,-18.97,Sold during improving trend | Large miss (20.2% left on table),Bad call,Wrong early sell,20.25
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
ABB,WELL EXECUTED,7.93,-9.27,-15.93,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
NETWEB,BOTH: Bad Entry + Early Exit,20.11,-11.37,-26.21,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),2.74,-6.46,-8.96,Sold during improving trend | HUGE MISS (102.7% left on table),Bad call,Wrong early sell,102.73
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
E2E,BOTH: Bad Entry + Early Exit,21.59,-5.01,-21.88,Below 200 DMA | Death Cross (50<200) | Overbought (>15% above DMA),-17.53,-29.27,-14.24,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (62.0% left on table),Bad call,Wrong early sell,62.03
